call_id,subject,call_created_at,call_duration,location,call_type,agent_name,customer_name,transcript,summary,sentiment_score,issue_category,resolution_status
2a2b8693-110a-4be5-a686-a8e322f27a6f,Customer Service Call - Spa Appointment Booking Issue,2025-06-02T07:25:45.883Z,742,feelgoodspasdetroit,inbound,Leonard Garcia,Olivia Wilson,"Leonard Garcia: Thank you for calling Feel Good Spas support, this is Leonard Garcia. How can I help you today?
Olivia Wilson: Hi Leonard, I'm having an issue with my recent spa appointment booking.
Leonard Garcia: I'm sorry to hear that, Olivia. Can you please provide me with your booking reference number or the date and time you scheduled the appointment?
Olivia Wilson: Yes, it's for this Saturday at 2 PM, under the name Olivia Wilson. It's supposed to be a couples massage.
Leonard Garcia: Okay, one moment while I pull up your booking... Ah, I see it here. What seems to be the issue?
Olivia Wilson: Well, I actually booked it last week for a deep tissue massage, but it looks like it's now showing up as a Swedish massage. Is there any way to change it back?
Leonard Garcia: Let me check the availability for a deep tissue massage at that time... Unfortunately, it appears all our therapists specializing in deep tissue are fully booked this Saturday at 2 PM. We do have availability for a deep tissue massage on Sunday afternoon or potentially earlier in the day on Saturday.
Olivia Wilson: Hmm, Sunday doesn't really work for us. Earlier on Saturday might, but I'd have to check with my partner. If I can't make an alternative time, is it possible to at least ensure it's a couples massage, even if it is the Swedish treatment?
Leonard Garcia: Yes, absolutely. I can confirm that your booking is definitely for a couples massage. I'll also make a note on your account about the deep tissue preference in case a cancellation opens up. Please call back if you want to reschedule to another time. Is there anything else I can help you with today?
Olivia Wilson: Okay, thank you for your help, Leonard. I appreciate it!","The customer had an issue with the massage type booked for their couples appointment. While the agent couldn't change the appointment type due to unavailability, they confirmed the couples booking and offered alternative times.",0.2,booking issue,resolved
2a315520-b989-4de6-9a21-910e258b74d0,Customer Service Call - Appointment Cancellation,2025-06-02T07:17:28.055Z,157,feelgoodspasdetroit,inbound,Olivia Thompson,Ethan Rodriguez,"Olivia Thompson: Thank you for calling Feel Good Spas support, this is Olivia Thompson. How can I help you today?
Ethan Rodriguez: Hi Olivia, I'm having an issue with my recent spa appointment booking. I booked a couples massage for this Saturday, and I received a confirmation email, but now I've been told it's been cancelled without any prior notice!
Olivia Thompson: I'm sorry to hear that, Mr. Rodriguez. Let me pull up your booking. Ah, yes, I see it here. It appears the massage therapist scheduled for that day has called in sick, and unfortunately, we have no other therapists available to cover the appointment. We sent out an email earlier today, could you please confirm you've checked your spam folder as well? 
Ethan Rodriguez: That's ridiculous! My wife and I have been looking forward to this for weeks. The email must have gone to spam then. This is unacceptable; we've already arranged childcare and everything. Can't you do anything? Offer a discount on a future booking, or find *any* way to accommodate us this weekend? This is a huge inconvenience, and I'm incredibly disappointed. I'd like to speak to a manager, frankly.
Olivia Thompson: I understand your frustration, Mr. Rodriguez, and I sincerely apologize for the inconvenience. Unfortunately, due to therapist availability, I am unable to reschedule your appointment for this weekend. As for a discount, our policy does not cover compensation in cases of unforeseen therapist illness. A manager will not be able to override this. I can assist in rescheduling the massage for another day and would offer 15% off the new booking as a courtesy.
Ethan Rodriguez: That's not good enough. Nevermind. I will leave a bad review and go to another spa.
Olivia Thompson: I understand. We apologize for the experience. Is there anything else I can assist with today?","The customer's couples massage appointment was cancelled due to therapist illness, and the customer was unsatisfied with the proposed resolution of rescheduling with a small discount on the new booking.",-0.6,cancellation,unresolved
2e0446b2-bf3d-47ff-bb2c-a3a1aee1c40d,Customer Service Call - Appointment Rescheduling,2025-06-02T07:21:50.823Z,684,feelgoodspasdetroit,inbound,Liam Rodriguez,Ava Martinez,"Liam Rodriguez: Thank you for calling Feel Good Spas support, this is Liam Rodriguez. How can I help you today?
Ava Martinez: Hi Liam, I'm having an issue with my recent spa appointment booking. I booked a couples massage for this Saturday, but now my husband is sick, and I need to reschedule it for next weekend instead.
Liam Rodriguez: I understand, Ava. Let me check the availability for next weekend. Could you please provide your booking confirmation number or the last name associated with the booking?
Ava Martinez: Sure, it's Martinez. I don't have the confirmation number handy, sorry.
Liam Rodriguez: Thank you. Unfortunately, it appears that rescheduling is not possible less than 48 hours before the appointment. Our policy states that rescheduling within this timeframe results in forfeiture of the booking fee. Next weekend is also fully booked. I am unable to move the appointment or offer a refund. Is there anything else I can help you with?","A customer requested to reschedule their couples massage appointment due to illness, but the request was denied due to the 48-hour rescheduling policy and lack of availability, leaving the customer unsatisfied.",-0.6,rescheduling,unresolved
2e4ebf14-8e7d-4966-be5c-3d2a51c194ac,Customer Service Call - Booking Issue,2025-06-02T07:17:00.030Z,849,feelgoodspasdetroit,inbound,Liam Miller,Olivia Rodriguez,"Liam Miller: Thank you for calling Feel Good Spas support, this is Liam Miller. How can I help you today?
Olivia Rodriguez: Hi Liam, I'm having an issue with my recent spa appointment booking.
Liam Miller: Okay, I understand. Can you please provide me with your name and the date of your scheduled appointment?
Olivia Rodriguez: Sure, my name is Olivia Rodriguez, and the appointment is scheduled for October 27th.
Liam Miller: Thank you, Olivia. I see the appointment here. What seems to be the problem with the booking?
Olivia Rodriguez: I booked a 90-minute hot stone massage, but the confirmation email says it's only a 60-minute massage. I want to make sure I'm getting the longer treatment.
Liam Miller: Okay, let me check the system. It looks like there was a scheduling error. The 90-minute hot stone massage is fully booked for October 27th. I can reschedule you for the 90-minute massage on October 28th, or honor the 60-minute massage on the 27th at a discounted price.
Olivia Rodriguez: I really need the appointment on the 27th. Can I get a full refund instead, since the correct treatment isn't available?
Liam Miller: I understand. I can process a refund for the difference in price between the 90-minute and 60-minute massage if you keep the appointment on the 27th. A full refund would require cancelling the appointment entirely.
Olivia Rodriguez: Okay, let's just do the 60-minute massage on the 27th and refund the difference. Thank you for your help, Liam.","The customer, Olivia Rodriguez, had a booking error and was scheduled for a shorter massage than requested. The support agent offered a partial refund for the inconvenience, resulting in a partially resolved issue.",0.2,booking issue,resolved
2e6d2dba-f65c-4edb-b7ce-e4bf6500ca9b,Customer Service Call - Spa Appointment Rescheduling,2025-06-02T07:12:22.592Z,544,feelgoodspasdetroit,inbound,Olivia Rodriguez,Noah Anderson,"Olivia Rodriguez: Thank you for calling Feel Good Spas support, this is Olivia. How can I help you today?
Noah Anderson: Hi Olivia, I'm having an issue with my recent spa appointment booking.
Olivia Rodriguez: Okay, I can certainly help with that. Can you please provide me with your name and the date of the appointment you're referring to?
Noah Anderson: Sure, my name is Noah Anderson, and the appointment was scheduled for July 15th.
Olivia Rodriguez: Thank you, Noah. Let me pull up your booking. Okay, I see your appointment for a deep tissue massage on July 15th. What seems to be the problem?
Noah Anderson: I wanted to reschedule it for the 17th if possible, but when I tried online, the system said there were no available slots.
Olivia Rodriguez: Let me check the availability for that date. One moment please... It looks like the only availability we have on the 17th is with a different massage therapist than the one you originally booked. Would you be open to that?
Noah Anderson: Hmm, I was really hoping to stick with the original therapist. Is there any way to be put on a waitlist for the 17th with the original therapist, or perhaps another time on the 16th?
Olivia Rodriguez: I can add you to the waitlist for the 17th with the original therapist, and also check availability on the 16th. Unfortunately, the therapist you originally booked is completely booked on the 16th. I have added you to the waitlist for the 17th. We will call you if anything opens up.
Noah Anderson: Okay, that's fine. Thank you for your help, Olivia!","The customer requested to reschedule their spa appointment, but desired time slots were unavailable with the original therapist. The agent added the customer to the waitlist for the preferred date.",0.3,rescheduling,resolved
30c05154-78ca-47c4-94a2-404eb21ba5e1,Customer Service Call - Booking Issue,2025-06-02T07:10:23.521Z,65,feelgoodspasdetroit,inbound,Emma Garcia,Liam Rodriguez,"Emma Garcia: Thank you for calling Feel Good Spas support, this is Emma Garcia. How can I help you today?
Liam Rodriguez: Hi Emma, I'm having an issue with my recent spa appointment booking.
Emma Garcia: Okay, I can help with that. Can you please provide me with your booking reference number or the name and date of the appointment?
Liam Rodriguez: Sure, the name is Liam Rodriguez and the appointment was scheduled for tomorrow, October 27th, at 2:00 PM for a deep tissue massage. I haven't received a confirmation email, and it's not showing up in my online account.
Emma Garcia: Thank you, Liam. I've located your appointment. It seems there was a system error and the confirmation email wasn't sent. The appointment is indeed booked for tomorrow. I will manually resend the confirmation email now. Please check your spam folder as well, just in case. However, the reason it is not showing in your account is because it was booked using guest checkout. Would you like to create an account and link the appointment to it? This way, you can manage future bookings, but I would need some further details for the linking process.","The customer's spa appointment was confirmed, and the confirmation email was resent. The customer was informed that the appointment does not appear in their online account due to the use of guest checkout.",0.4,booking issue,resolved
35bf56b2-ddf8-466f-8122-85829528a3c8,Customer Service Call - Booking Cancellation,2025-06-02T07:10:23.521Z,329,feelgoodspasdetroit,inbound,Emma Wilson,Liam Rodriguez,"Emma Wilson: Thank you for calling Feel Good Spas support, this is Emma Wilson. How can I help you today?
Liam Rodriguez: Hi Emma, I'm having an issue with my recent spa appointment booking. I booked the 'Ultimate Relaxation Package' for tomorrow at 2 PM, but I just received an email saying it was canceled because of 'unforeseen maintenance'. I'm extremely frustrated because I booked this weeks ago and took time off work.
Emma Wilson: I understand your frustration, Mr. Rodriguez. I've checked your booking, and it appears the cancellation is indeed due to urgent maintenance in the aromatherapy suite. Unfortunately, we don't have any other available slots for that specific package tomorrow, or even within the next two weeks. I can offer you a 10% discount on your next booking, but I'm unable to reschedule the 'Ultimate Relaxation Package' at the time you requested. Is there anything else I can help you with?","The customer's spa appointment was canceled due to unforeseen maintenance. The support agent was unable to reschedule the appointment and offered a discount on a future booking, leaving the customer unsatisfied.",-0.6,cancellation,unresolved
36095684-364c-4fdf-b262-4511431a098a,Feel Good Spas Support - Promotion Inquiry and Clarification,2025-06-08T02:06:14.405Z,207,feelgoodspasdetroit,inbound,Feel Good Spas,Alice Johnson,"Feel Good Spas: Thank you for calling Feel Good Spas. This is David, how can I help you today?
Alice Johnson: Hi David, my name is Alice Johnson. I saw an ad online for a 2-for-1 massage promotion. I was wondering if that is still valid.
Feel Good Spas: Okay Alice, let me check that for you. Can you tell me where you saw the ad, specifically which website?
Alice Johnson: Uh, I believe it was on Facebook, in a targeted ad. I screenshotted it, it said something about 'Feel Good Spas Anniversary Special'.
Feel Good Spas: Alright Alice, I'm looking at our active and recently expired promotions, and I don't see anything that matches that description. Our Anniversary Special ended last month, and it was a percentage discount, not a 2-for-1.
Alice Johnson: Oh, darn. So, there's no way I could still get that, even though I just saw the ad yesterday? I was really looking forward to booking something.
Feel Good Spas: Unfortunately, Alice, if it’s no longer active, we can't honor it. Sometimes outdated ads remain online longer than they should. I do apologize for the confusion. However, we *do* have a weekday special offering 15% off any facial. Would you be interested in hearing more about that?
Alice Johnson: Hmm, okay. No, I think I'll pass for now. Thank you for your time anyway. Goodbye.","Customer Alice Johnson inquired about a 2-for-1 massage promotion she saw on Facebook. The customer service representative, David, confirmed that the promotion was not valid and the customer declined an alternative offer for a discount on facials. The call ended with no booking made.",-0.3,promotion inquiry,unresolved
3658ad46-e225-4748-ad49-cdaf2e325eb7,Customer Service Call - Booking Rescheduling,2025-06-02T07:06:51.400Z,747,feelgoodspasdetroit,inbound,Liam Gonzalez,Ava Martinez,"Liam Gonzalez: Thank you for calling Feel Good Spas support, this is Liam Gonzalez. How can I help you today?
Ava Martinez: Hi Liam, I'm having an issue with my recent spa appointment booking.
Liam Gonzalez: Okay, I can help with that. Can you please provide me with your name and the date of your scheduled appointment?
Ava Martinez: Sure, my name is Ava Martinez, and the appointment is for tomorrow, October 27th, at 2 PM. I booked a couples massage.
Liam Gonzalez: Thank you, Ava. I see your appointment here. What seems to be the issue?
Ava Martinez: Well, my husband just came down with a cold, so we won't be able to make it. I was wondering if it's possible to reschedule, or perhaps get a refund?
Liam Gonzalez: I understand. Let me check our policy regarding cancellations and rescheduling. Unfortunately, cancellations within 24 hours are subject to a fee of 50% of the service cost. However, we can definitely reschedule your appointment without any additional charges if you do it at least 4 hours prior to the original appointment time. What date and time would you like to reschedule for?
Ava Martinez: Okay, I understand the policy. Let's reschedule then. How about next week, October 31st, at the same time, 2 PM?","The customer, Ava Martinez, called to reschedule a couples massage due to illness. The appointment was rescheduled for a later date, and the customer was informed about the cancellation policy.",0.4,rescheduling,resolved
38eba0e0-1595-4eb9-a763-9a75134ae379,Customer Service Call - Booking Cancellation,2025-06-02T07:09:29.171Z,488,feelgoodspasdetroit,inbound,Olivia Carter,Noah Thompson,"Olivia Carter: Thank you for calling Feel Good Spas support, this is Olivia Carter. How can I help you today?
Noah Thompson: Hi Olivia, I'm having an issue with my recent spa appointment booking. I booked a couples massage for this Saturday, but I just received an email saying it's been canceled.
Olivia Carter: I'm sorry to hear that, Mr. Thompson. Let me pull up your booking information. Ah, I see it here. Yes, it appears the massage therapist for that time slot has called out sick, and we were unable to find a replacement on such short notice.
Noah Thompson: That's really inconvenient. This was supposed to be a special anniversary gift for my wife. Is there absolutely nothing you can do? Can you move us to another time slot, maybe even Sunday?
Olivia Carter: Let me check the availability for Sunday. Unfortunately, all couples massage slots are fully booked for the entire day. The next available couples massage isn't until next Thursday. I can offer you a full refund, or we can reschedule for next Thursday.
Noah Thompson: Next Thursday won't work at all. This was specifically for our anniversary weekend. A refund is not what I want; I wanted the massage! I made this booking weeks ago. This is unacceptable.
Olivia Carter: I understand your frustration, Mr. Thompson. I truly apologize for the inconvenience. However, all I can offer at this point is the refund or rescheduling for a later date. Unfortunately, we cannot guarantee therapist availability and were only notified today.
Noah Thompson: Fine. Give me the refund. But I'm taking my business elsewhere in the future. This has completely ruined our anniversary surprise. Thanks for nothing.","The customer's spa appointment was canceled due to therapist unavailability, and the support agent was unable to find a suitable alternative. The customer accepted a refund but expressed dissatisfaction with the service and plans to switch spas.",-0.6,cancellation,resolved
3b7a9501-ead4-43ca-90da-b1d86986d814,Customer Service Call - Spa Appointment Cancellation,2025-06-02T07:13:48.221Z,822,feelgoodspasdetroit,inbound,Ava Williams,Ethan Garcia,"Ava Williams: Thank you for calling Feel Good Spas support, this is Ava. How can I help you today?
Ethan Garcia: Hi Ava, I'm having an issue with my recent spa appointment booking.
Ava Williams: Okay, I can help with that. Can you give me the name the booking was under and the date of the appointment?
Ethan Garcia: It's under Ethan Garcia, and the appointment was for yesterday, October 26th. It was supposed to be the 'Ultimate Relaxation' package.
Ava Williams: Okay, one moment while I pull that up... I'm showing that appointment as cancelled. Was there a reason for the cancellation?
Ethan Garcia: Yes! That's the issue. I didn't cancel it. I showed up, and they told me it was cancelled and that there were no available appointments to reschedule for at least three weeks! I took the day off work for this!
Ava Williams: I understand your frustration, Mr. Garcia. Let me look into why it was cancelled. It appears there was a system error and a large batch of appointments were incorrectly cancelled. Unfortunately, as you were informed, we are fully booked for the next three weeks. The best I can offer is to put you on a priority waitlist in case of a cancellation.
Ethan Garcia: A waitlist? That's it? I took a day off work! I was looking forward to this, and now I have to hope someone else cancels? This is completely unacceptable. Can't you squeeze me in somewhere?
Ava Williams: I truly apologize for the inconvenience, Mr. Garcia. I have checked with my supervisor, and there are absolutely no available slots at any of our locations for the next three weeks. I can also offer you a 10% discount on your next appointment whenever you are able to reschedule.
Ethan Garcia: A 10% discount? That barely covers the gas I wasted driving there! Forget it. This is terrible service. I'm going to leave a bad review. Goodbye.
Ava Williams: I understand. Is there anything else?
Ethan Garcia: No. Goodbye.
Ava Williams: Goodbye.",A customer's spa appointment was erroneously cancelled due to a system error. The customer is unsatisfied with the offered resolution of a waitlist and a small discount.,-0.6,cancellation,unresolved
